0,-0.55,0.7
0,-0.55,0.7
0,-0.53,0.7
0,-0.54,0.7
0,-0.55,0.7
0,-0.55,0.7
0,-0.55,0.7
0,-0.57,0.7
0,-0.56,0.7
0,-0.57,0.7
0,-0.54,0.7
0,-0.54,0.7
0,-0.54,0.7
0,-0.53,0.7
0,-0.57,0.7
0,-0.54,0.7
0,-0.56,0.7
0,-0.49,0.7
0,-0.54,0.7
0,-0.55,0.7
0,-0.54,0.7
0,-0.55,0.7
0,-0.55,0.7
0,-0.54,0.7
0,-0.52,0.7
0,-0.47,0.7
0,-0.54,0.7
0,-0.53,0.7
0,-0.55,0.7
0,-0.54,0.7
0,-0.54,0.7
0,-0.56,0.7
0,-0.56,0.7
0,-0.54,0.7
0,-0.51,0.7
0,-0.54,0.7
0,-0.55,0.7
0,-0.55,0.7
0,-0.54,0.7
0,-0.55,0.7
0,-0.55,0.7
0,-0.54,0.7
0,-0.55,0.7
0,-0.57,0.7
0,-0.54,0.7
0,-0.52,0.7
0,-0.55,0.7
0,-0.52,0.7
0,-0.56,0.7
0,-0.51,0.7
0,-0.58,0.7
0,-0.56,0.7
0,-0.56,0.7
0,-0.49,0.7
0,-0.53,0.7
0,-0.54,0.7
0,-0.56,0.7
0,-0.54,0.7
0,-0.54,0.7
0,-0.55,0.7
0,-0.57,0.7
